Address,Latitude,Longitude
"Gentryville, IN, 47537, USA",38.1042183,-87.0330532
"Santa Claus, IN, 47579, USA",38.112712,-86.9173327
"1970 Broadway St, Clarksville, IN, 47129-7760, USA",38.327984,-85.7619785
"501 E Court Ave # 159, Jeffersonville, IN, 47130-4091, USA",38.2773613,-85.7368853
"230 E Montgomery Ave, Clarksville, IN, 47129-3236, USA",38.278314,-85.7570116
"500 QUARTERMASTER CT, Jeffersonville, IN, 47130-4029, USA",38.2834798,-85.7406265
"111 W MAIN ST, BORDEN, IN, 47106, USA",38.4682375,-85.94745
"701 Main St, Charlestown, IN, 47111-1217, USA",38.4424638,-85.6631738
"101 S NEW ALBANY STREET, Sellersburg, IN, 47172-1531, USA",38.3977809,-85.754608
"107 N 4TH ST, UTICA, IN, 47130, USA",38.3363836,-85.6528198
"7582 Church Lane, St Leon, IN, 47012, USA",39.2919974,-84.9580121
"13030 EXECUTIVE DR, Dillsboro, IN, 47018-9303, USA",39.0217649,-85.0617019
"301 W High St, Lawrenceburg, IN, 47025-1911, USA",39.0910973,-84.8510312
"Moores Hill, IN, USA",39.1133882,-85.0880122
"480 Ludlow St, Lawrenceburg, IN, 47025-1533, USA",39.1100517,-84.8639971
"349 Walnut St, Lawrenceburg, IN, 47025-1841, USA",39.0948006,-84.8510549
"23759 Brightwood Dr, Lawrenceburg, IN, 47025, USA",39.2140464,-84.8587885
"14687 Main St, Moores Hill, IN, 47032-9162, USA",39.1123012,-85.0923675
"233 MAIN ST, Aurora, IN, 47001-1308, USA",39.0554758,-84.8999418
"19325 Schmarr Dr, Lawrenceburg, IN, 47025, USA",39.153405,-84.8374891
"371 Main St, Brookville, IN, 47012-1363, USA",39.4182961,-85.012423
"Water Street, Oldenburg, IN, 47036-0085, USA",39.3392269,-85.2003275
"462 Main St, Brookville, IN, 47012-1406, USA",39.4193555,-85.0129429
"Pearl, Laurel, IN, 47024-0000, USA",39.5006459,-85.18614
"4900 Shamrock Dr Suite 105, Evansville, IN, 47715-2219, USA",37.9719202,-87.4915782
"5600 Kansas Rd, Evansville, IN, 47725-7600, USA",38.0646754,-87.4824726
"619 N Main St, Evansville, IN, 47711-5421, USA",37.9836307,-87.5635221
"3500 N. Harlan Ave, Evansville, IN, 47711, USA",38.0116003,-87.5422124
"5607 North Highway 41, Evansville, IN, 47711, USA",38.0363496,-87.5389575
"315 Taylor Av, Evansville, IN, 47713-1309, USA",37.9566382,-87.5606936
"1 NW Martin Luther King Jr. Blvd, Evansville, IN, 47708, USA",37.9736706,-87.5673156
"1505 North Third Ave., Evansville, IN, 47711, USA",37.9917777,-87.5771601
"225 S Commercial St, Worthington, IN, 47471-1704, USA",39.1211081,-86.9746016
"145 S Lawton St, Jasonville, IN, 47438-1404, USA",39.1624225,-87.2003478
"12 E Main St, Bloomfield, IN, 47424-1418, USA",39.026942,-86.9382129
"190 A St NW, Linton, IN, 47441-1727, USA",39.0352299,-87.1679592
"204 CR 70E, Bloomfield, IN, 47424-0000, USA",39.0250938,-86.9270937
"150 E Broad St, Lyons, IN, 47443, USA",38.9887262,-87.080883
"653 Locust St, Middletown, IN, 47356-1436, USA",40.0539747,-85.5356189
"SULPHUR SPRINGS, IN, 47388, USA",40.0065381,-85.4407811
"212 S Main St, Shirley, IN, 47384-9687, USA",39.8903633,-85.5763807
"130 E Main St, Spiceland, IN, 47385-0000, USA",39.8386062,-85.4377589
"127 N 12th St, New Castle, IN, 47362-4524, USA",39.9320192,-85.3723166
"101 E Charles St, Mooreland, IN, 47360-0000, USA",39.9974758,-85.24979
"24 S Washington St, Knightstown, IN, 46148-1277, USA",39.7949223,-85.5249176
"BROAD ST, New Castle, IN, 47362-0000, USA",39.9312157,-85.367525
"227 N Main St, New Castle, IN, 47362-4241, USA",39.9329545,-85.3706624
"Corner Of Brown St & Perry St, Vernon, IN, 47282-0000, USA",38.9854573,-85.608046
"101 Madison Ave, North Vernon, IN, 47265-0000, USA",39.0064962,-85.6252186
"100 Broadway, Oaktown, IN, 47561, USA",38.8712409,-87.4405012
"135 N 8th St, Vincennes, IN, 47591-2917, USA",38.6759132,-87.5264993
"119 E 2nd St, Bicknell, IN, 47512, USA",38.7738454,-87.306711
"501 Busseron St, Vincennes, IN, 47591-2917, USA",38.6776713,-87.5291533
"Capital Ave, Shoals, IN, 47581-0000, USA",38.6697034,-86.7974949
"201 Water Street, Shoals, IN, 47581-0000, USA",38.665985,-86.79333
"401 N John F Kennedy Ave, Loogootee, IN, 47553-1220, USA",38.6786642,-86.9159625
"300 S Poplar St, Rising Sun, IN, 47040-1257, USA",38.9462094,-84.8551846
"123 S Mulberry St, Rising Sun, IN, 47040-1117, USA",38.9500738,-84.8565895
"217 E Ohio St, Rockville, IN, 47872-1830, USA",39.7623205,-87.2252276
"458 W Strawberry Rd, Rockville, IN, 47872, USA",39.7755496,-87.2446515
"416 S Jefferson St, Rockville, IN, 47872-1748, USA",39.7588856,-87.2270751
"272 E Crawford St, Montezuma, IN, 47862, USA",39.792627,-87.37
"130 N Main St, Rosedale, IN, 47874, USA",39.623984,-87.283371
"101 S Main, Lynn, IN, 47355-0000, USA",40.0486896,-84.9398262
"106 E Henry St, Farmland, IN, 47340-0000, USA",40.1876243,-85.1272052
"115 E South St, Winchester, IN, 47394-2133, USA",40.1704431,-84.9810486
"147 W Washington St, Parker City, IN, 47368-0000, USA",40.1882458,-85.2049672
"309 W Pearl St, Union City, IN, 47390-1445, USA",40.198594,-84.808504
"City Bldg, Ridgeville, IN, 47380-0000, USA",40.2892107,-85.028857
"113 E Washington St, Winchester, IN, 47394-1801, USA",40.1729522,-84.9806976
"1 S Fairground St, Liberty, IN, 47353-1447, USA",39.6352725,-84.9282158
"106 E Union St, Liberty, IN, 47353-1438, USA",39.6351637,-84.9275651
"1888 State Road 63, Newport, IN, 47966-0000, USA",39.8537055,-87.4089369
"E Curtis St, Cayuga, IN, 47928-0000, USA",39.9495361,-87.4593586
"496 W Walnut, Perrysville, IN, USA",40.056636,-87.4377049
"106 E Dogwood, Dana, IN, 47847, USA",39.8037431,-87.4933378
"383 S Jackson St, Clinton, IN, 47842, USA",39.6810598,-87.4049269
"259 Vine St, Clinton, IN, 47842-2160, USA",39.660954,-87.3992696
"101 W Howard St, Crothersville, IN, 47229-1523, USA",38.795019,-85.841287
"150 E State Road 250, Brownstown, IN, 47220-2000, USA",38.83706,-86.0077646
"200 W Walnut St, Brownstown, IN, 47220-1445, USA",38.879444,-86.04348
"220 N Chestnut St, Seymour, IN, 47274-2104, USA",38.9598228,-85.8903537
"27 N Perry, Medora, IN, 47260-0000, USA",38.8256423,-86.1699901
"357 Tanger Blvd, Seymour, IN, 47274-4401, USA",38.9631914,-85.8397455
"651 S Frontage Rd, Seymour, IN, 47274-0000, USA",38.9550277,-85.8418901
"721 E Tipton St, Seymour, IN, 47274-3521, USA",38.9587429,-85.878486
"405 W Huntington St, Montpelier, IN, 47359-1007, USA",40.5546014,-85.2831393
"64 N 500 E, Hartford City, IN, 47348-9248, USA",40.4504335,-85.2773582
"700 N Walnut St, Hartford City, IN, 47348-1548, USA",40.4568378,-85.3694116
"101 W Main St, Thorntown, IN, 46071-1127, USA",40.1292069,-86.6067514
"1075 Parkway Dr, Zionsville, IN, 46077-1951, USA",39.9474722,-86.2748166
"201 E Main St, Lebanon, IN, 46052-2686, USA",40.0473162,-86.4665581
"1905 Indianapolis Ave, Lebanon, IN, 46052-2938, USA",40.0332732,-86.4495668
"7 S Main Street, Whitestown, IN, 46075, USA",39.9978113,-86.3457707
"112 North Main Street, Advance, IN, 46147, USA",39.9532587,-86.6409554
"421 East Main Street, Jamestown, IN, 46147, USA",39.9241875,-86.6240631
"100 Court Park, Logansport, IN, 46947-0000, USA",40.7552423,-86.3666618
"601 E Broadway, Logansport, IN, 46947-3156, USA",40.7542408,-86.3624655
"104 E North Street, Royal Center, IN, 46978, USA",40.8648872,-86.4988122
"2209 Newton St, Jasper, IN, 47546-1502, USA",38.4082739,-86.9383196
"255 Brucke Strasse, Jasper, IN, 47546-3400, USA",38.3848137,-86.9279011
"309 E Sixth St, Jasper, IN, 47546-2916, USA",38.391157,-86.928063
"503 E First St, Huntingburg, IN, 47542-1348, USA",38.2911823,-86.9530604
"123 W 5th St, Ferdinand, IN, USA",38.2235908,-86.8621803
"103 W ST RD 64, Birdseye, IN, USA",38.3100918,-86.7558872
"505 W Main Street, Holland, IN, USA",38.246235,-87.0402918
"100 W Main St, Hillsboro, IN, 47949-8111, USA",40.1064496,-87.1605791
"1329 2nd St, Covington, IN, 47932-1009, USA",40.134817,-87.3979327
"200 S Mcdonald St, Attica, IN, 47918-1410, USA",40.292787,-87.246876
"216 Union St, Covington, IN, 47932-1248, USA",40.1352132,-87.3977777
"100 S Main St, Veedersburg, IN, 47987, USA",40.1116791,-87.2626878
"Kingman Town Hall, Kingman, IN, 47952, USA",39.9675811,-87.278137
"205 N 1st St, Van Buren, IN, 46991-0000, USA",40.618469,-85.5053559
"211 E Main St, Gas City, IN, 46933-1457, USA",40.4881759,-85.6125275
"213 S Washington, Swayzee, IN, 46986-0000, USA",40.5070529,-85.8253935
"214 E 4th St, Marion, IN, 46952-4026, USA",40.5575853,-85.6579392
"214 W Washington St, Fairmount, IN, 46928-1968, USA",40.4157354,-85.6524383
"301 S Branson St, Marion, IN, 46952-4052, USA",40.5508444,-85.6575691
"414 S Main St, Jonesboro, IN, 46938-1115, USA",40.4817858,-85.6282705
"87 N Main St, Upland, IN, 46989-0458, USA",40.4750789,-85.4947095
"126 N Main St, Roanoke, IN, 46783-1000, USA",40.9616697,-85.3728007
"155 W Sparks St, Markle, IN, 46770-0000, USA",40.825923,-85.3392631
"300 Cherry St, Huntington, IN, 46750-2677, USA",40.8810302,-85.4959172
"332 E State St, Huntington, IN, 46750-2850, USA",40.8806463,-85.4911267
"66 N Main St, Andrews, IN, 46702-0000, USA",40.8586357,-85.601822
"112 Carnation St SE, Demotte, IN, 46310-0000, USA",41.2019375,-87.1950498
"122 S Van Rensselaer St, Rensselaer, IN, 47978-2815, USA",40.9353886,-87.1517258
"2171 N. McKinley Ave, Rensselaer, IN, 47978-2831, USA",40.9586079,-87.1508144
"71 N Main St, Wheatfield, IN, 46392-8801, USA",41.1927712,-87.0547207
"PO Box 70, Remington, IN, 47977-0070, USA",40.7608729,-87.1508522
"1 Caisson Dr # A, Franklin, IN, 46131-2443, USA",39.4760841,-86.0545934
"1091 Hospital Rd, Franklin, IN, 46131-9025, USA",39.4765988,-86.0760118
"200 S Main St, Edinburgh, IN, 46124-1411, USA",39.3528608,-85.9681703
"12 Main St, Bargersville, IN, 46106-0000, USA",39.521138,-86.168235
"186 Surina Way, Greenwood, IN, 46143-1627, USA",39.611707,-86.1034812
"300 Tracy Rd, Whiteland, IN, 46184-1026, USA",39.5647149,-86.0963977
"549 Main St, Whiteland, IN, 46184-1552, USA",39.5497663,-86.0791824
"800 S County Rd 300 W, Trafalgar, IN, 46181-0000, USA",39.4326199,-86.1179727
"144 S Main St, North Webster, IN, 46555-0000, USA",41.3250379,-85.6982746
"121 W Main, Mentone, IN, 46539-0000, USA",41.173141,-86.037657
"221 W Main St, Warsaw, IN, 46580-2715, USA",41.2385198,-85.8585942
"2191 E Fort Wayne St, Warsaw, IN, 46580-2810, USA",41.239921,-85.8344141
"310 N Huntington St, Syracuse, IN, 46567-1309, USA",41.424832,-85.7495844
"408 S Graceland Ave, Claypool, IN, 46510-0000, USA",41.1259998,-85.8793852
"604 N Jefferson St, Silver Lake, IN, 46982-8976, USA",41.0774558,-85.8920723
"1310 Park Ave, Winona Lake, IN, 46590-1051, USA",41.2224803,-85.8212847
"205 N First St, Pierceton, IN, USA",41.1975547,-85.7050113
"101 S Main St, Topeka, IN, 46571-9099, USA",41.5392654,-85.5391126
"345 N Morton St., Shipshewana, IN, 46565-0000, USA",41.6791638,-85.5780564
"104 N Townline Rd., LaGrange, IN, USA",41.6443016,-85.4249157
"104 W Race St., Wolcottville, IN, USA",41.5276461,-85.3671319
"270 W 15th St, Rushville, IN, 46173-1193, USA",39.6232683,-85.4488549
"32 N. Court, Sullivan, IN, 47882-1521, USA",39.0960903,-87.4087338
"1048 N Lakeshore Dr, Crown Point, IN, 46307-9401, USA",41.4158189,-87.2209641
"1001 Ridge Rd, Munster, IN, 46321-1849, USA",41.5622888,-87.5038934
"11033 W 93rd Ave, St John, IN, 46373-9701, USA",41.4493703,-87.4682136
"115 N Broad St, Griffith, IN, 46319-2293, USA",41.523483,-87.4272545
"122 Huber Blvd, Hobart, IN, 46342-1013, USA",41.5586021,-87.27555
"1333 E Commercial Ave, Lowell, IN, 46356-2168, USA",41.2908985,-87.4079683
"124 N East St, Crown Point, IN, 46307-4028, USA",41.418677,-87.3628502
"1301 Broadway, Gary, IN, 46407-1326, USA",41.5898141,-87.3367012
"1610 Us Highway 41, Schererville, IN, 46375-1318, USA",41.4949,-87.471
"1914 Schrage Ave, Whiting, IN, 46394-2007, USA",41.678788,-87.4901374
"200 Main St, Hobart, IN, 46342-4440, USA",41.5327805,-87.2556529
"2293 N Main St, Crown Point, IN, 46307-1854, USA",41.4479418,-87.3685688
"230 Schulte St, Dyer, IN, 46311-1860, USA",41.4932117,-87.5216761
"2301 E Columbus Dr, East Chicago, IN, 46312-2876, USA",41.638156,-87.4435209
"232 Russell St, Hammond, IN, 46320-1814, USA",41.6165436,-87.5203422
"23800 Parrish Ave, Schneider, IN, 46376-0000, USA",41.1857141,-87.4485921
"25 E Joliet St, Schererville, IN, 46375-2010, USA",41.4917812,-87.4502566
"3333 Ridge Rd # 3, Highland, IN, 46322-2097, USA",41.5538733,-87.4490179
"3629 Central Ave, Lake Station, IN, 46405-2392, USA",41.57441,-87.239081
"3711 Main St, East Chicago, IN, 46312-2223, USA",41.6456175,-87.4446436
"400 Broadway, Gary, IN, 46402-1233, USA",41.6035552,-87.3379067
"414 Main St, Hobart, IN, 46342-4444, USA",41.5307205,-87.2543313
"4491 W 5th Ave, Gary, IN, 46406-1747, USA",41.6017546,-87.3922989
"520 Fayette St, Hammond, IN, 46320-1805, USA",41.616479,-87.5166689
"5925 Calumet Ave # 115, Hammond, IN, 46320-2554, USA",41.6051401,-87.5082841
"7408 Constitution Ave, Cedar Lake, IN, 46303-9186, USA",41.3682957,-87.424896
"7820 Broadway, Merrillville, IN, 46410-5557, USA",41.4768341,-87.3374065
"900 Madison St, Gary, IN, 46402-2832, USA",41.5948098,-87.3422134
"509 Douglas Street, Hammond, IN, 46320, USA",41.6156938,-87.5160083
"123 S Center St, Bremen, IN, 46506-1566, USA",41.4459196,-86.1467963
"125 W Walnut St, Argos, IN, 46501-1025, USA",41.2371102,-86.246391
"1425 Miami Hwy, Bremen, IN, 46506-9665, USA",41.4608924,-86.1921719
"200 E Washington St, Culver, IN, 46511-1534, USA",41.2177262,-86.4225225
"1400 N Pioneer Dr., Plymouth, IN, 46563-1710, USA",41.3518496,-86.3452045
"215 W Washington St, Plymouth, IN, 46563-1747, USA",41.3412867,-86.3114083
"224 N Main St, Bourbon, IN, 46504-1648, USA",41.2971132,-86.1160592
"108 E Randolph St., LaPaz, IN, USA",41.4591279,-86.3066849
"403 N Main St, Glenwood, IN, 46133-0000, USA",39.6285738,-85.3003665
"6 W 1st, Carthage, IN, 46115-0000, USA",39.7391806,-85.572312
"110 E Meridian St, Winamac, IN, 46996-1510, USA",41.050111,-86.603084
"623 W 11th St., Winamac, IN, USA",41.0547415,-86.6133105
"969 S Section St, Dugger, IN, 47848-8090, USA",39.067894,-87.2595361
"24 S State St, Sullivan, IN, 47882, USA",39.094807,-87.4062636
"210 S Independence St, Windfall, IN, 46076-0000, USA",40.361777,-85.9568462
"225 E Jefferson St, Tipton, IN, 46072-1911, USA",40.2821664,-86.0384855
"205 S Main St., Kempton, IN, 46049-0136, USA",40.2868665,-86.2289108
"124 S Main St., Sharpsville, IN, USA",40.378896,-86.086308
"1451 N Eel River Cemetery Rd, Peru, IN, 46970-7513, USA",40.7852274,-86.1300553
"35 Court St., Peru, IN, 46970-3650, USA",40.7549568,-86.0683926
"210 N Jefferson St, Converse, IN, 46919-0000, USA",40.5796887,-85.8728906
"35 Court St, Peru, IN, 46970-2201, USA",40.7549568,-86.0683926
"35 S Broadway, Peru, IN, 46970-2231, USA",40.7532711,-86.0682134
"1451 N Eel River Cemetery Rd, Peru, IN, USA",40.7852274,-86.1300553
"280 West Broadway, Bunker Hill, IN, USA",40.660616,-86.1062267
"1406 West Temperance Street, Ellettsville, IN, 47429-1812, USA",39.2402877,-86.6301277
"122 S Walnut St, Bloomington, IN, 47404-6107, USA",39.1657914,-86.533834
"220 E 3rd St, Bloomington, IN, 47401-3513, USA",39.1643829,-86.5315061
"301 N College Ave, Bloomington, IN, 47404-3843, USA",39.1690758,-86.5350965
"505 W 4th St, Bloomington, IN, 47404-5129, USA",39.165417,-86.5390022
"7951 W Main St, Stinesville, IN, 47464-0000, USA",39.2987104,-86.6526137
"801 N Jordan Ave, Bloomington, IN, 47405-2107, USA",39.1738343,-86.5159926
"2135 N Fee Lane, Bloomington, IN, 47404, USA",39.1852553,-86.5194436
"104 W Main St, Mooresville, IN, 46158-1667, USA",39.6129856,-86.3776121
"120 W Washington St, Morgantown, IN, 46160-9547, USA",39.3714487,-86.2621838
"16 E Mill, Brooklyn, IN, 46111-0000, USA",39.5388413,-86.369413
"160 N Park Ave, Martinsville, IN, 46151-1400, USA",39.4295524,-86.4410196
"59 S Jefferson St, Martinsville, IN, 46151-4800, USA",39.4261644,-86.4270346
"160 N Park Ave, Martinsville, IN, 46151-0000, USA",39.4295524,-86.4410196
"209 W Union, Paragon, IN, 46166-0000, USA",39.3950789,-86.5637906
"10093 N 300 W, Lake Village, IN, 46349-9492, USA",41.1462187,-87.4481857
"112 N Clay, Morocco, IN, 47963-0000, USA",40.948996,-87.4553856
"300 N 3rd St, Kentland, IN, 47951-1112, USA",40.7704411,-87.4454953
"304 E Seymour St, Kentland, IN, 47951-1242, USA",40.7683204,-87.4443726
"110 N Benton, Brook, IN, USA",40.8664258,-87.3636368
"291 Vandalia Ave, Spencer, IN, 47460-1143, USA",39.2886334,-86.7734508
"90 N West St, Spencer, IN, 47460-1396, USA",39.286886,-86.764745
"13 S 3RD ST, Gosport, IN, 47433, USA",39.348694,-86.662993
"100 S 4th St, Petersburg, IN, 47567-1411, USA",38.489445,-87.2816495
"301 N Main St, Winslow, IN, 47598-0000, USA",38.3823253,-87.2162632
"702 E. Main Street, Petersburg, IN, 47567, USA",38.4935824,-87.2769626
"106 E Sigler, Hebron, IN, 46341-0000, USA",41.3184168,-87.1991804
"115 Hillcrest Rd, Ogden Dunes, IN, 46368-8502, USA",41.6182199,-87.1900925
"1240 W North Boo Rd, Chesterton, IN, 46304-9707, USA",41.6124327,-87.1267407
"2755 SR 49, Valparaiso, IN, 46383-5631, USA",41.4432389,-87.0246316
"355 Washington St., Valparaiso, IN, 46383-5634, USA",41.4646149,-87.0601322
"2693 Irving St # P, Portage, IN, 46368-3597, USA",41.5738225,-87.1805358
"210 S Main St., Kouts, IN, 46347-0000, USA",41.316987,-87.0261548
"50 Francis St, Porter, IN, 46304-1700, USA",41.6160623,-87.0728456
"726 Broadway, Chesterton, IN, 46304-2229, USA",41.6119036,-87.0624651
"816 Union St, Valparaiso, IN, 46383, USA",41.4628329,-87.0496465
"1600 N. Mineral Springs Rd, Chesterton, IN, 46304, USA",41.6483427,-87.0866841
"124 E Michigan St, New Carlisle, IN, 46552-0000, USA",41.7060909,-86.5083003
"116 N Main St, North Liberty, IN, 46554-9218, USA",41.5352604,-86.4265206
"125 S Lafayette St., South Bend, IN, 46601-1804, USA",41.6754394,-86.2540312
"200 Independence Dr, South Bend, IN, 46637-3414, USA",41.7146267,-86.2458972
"209 S Michigan St, Lakeville, IN, 46536-0000, USA",41.5230352,-86.2748643
"125 S Lafayette St., South Bend, IN, 46601-1830, USA",41.6754394,-86.2540312
"2801 Riverside Dr, South Bend, IN, 46616-2157, USA",41.7132567,-86.2717529
"402 Michigan St, Walkerton, IN, 46574-1114, USA",41.4667195,-86.483741
"4817 Lincoln Way W, South Bend, IN, 46628-5525, USA",41.6992095,-86.3160448
"523 E Jefferson Blvd, South Bend, IN, 46617-2704, USA",41.675517,-86.2432782
"401 W Sample St # A, South Bend, IN, 46601-2890, USA",41.6663529,-86.254428
"701 W Sample St, South Bend, IN, 46601-2821, USA",41.6658647,-86.258554
"850 Lincoln Way W, Osceola, IN, 46561-2646, USA",41.6635439,-86.0799985
"360 East Douglas Rd, Mishawaka, IN, USA",41.7094513,-86.1811793
"107 W Taylor St, Shelbyville, IN, 46176-2028, USA",39.520486,-85.7786069
"230 E Main St, Morristown, IN, 46161, USA",39.6743413,-85.701314
"101 W Washington St, Knox, IN, 46534-1155, USA",41.3018051,-86.6203413
"108 N Pearl St, Knox, IN, 46534-1138, USA",41.2989265,-86.6216607
"206 Keller Ave, North Judson, IN, 46366-1208, USA",41.2158985,-86.7756887
"10 S Strake St, Hamlet, IN, 4532, USA",41.3800146,-86.582832
"1340 Manchester Ave, Wabash, IN, 46992-1615, USA",40.8263774,-85.8020971
"22 W Branson St, La Fontaine, IN, 46940-0000, USA",40.6735056,-85.7209274
"709 W Main St, North Manchester, IN, 46962-1450, USA",40.9986262,-85.7787583
"79 W Main St, Wabash, IN, 46992-3162, USA",40.7974913,-85.8219449
"22 Front St, Williamsport, IN, 47993-1133, USA",40.2872336,-87.2937734
"29 E 2nd St, Williamsport, IN, 47993-1146, USA",40.2877614,-87.2933025
"201 N High St, West Lebanon, IN, USA",40.272792,-87.3864549
"100 W North St, Wolcott, IN, 47995-8272, USA",40.7604133,-87.0419112
"122 W Washington St, Monticello, IN, 47960-2163, USA",40.7463396,-86.7632085
"205 E 3rd, Brookston, IN, 47923-0000, USA",40.6024659,-86.8659572
"422 N Market St, Monon, IN, 47959-9799, USA",40.863703,-86.879463
"915 Hanawalt St, Monticello, IN, 47960-1828, USA",40.7516385,-86.7761206
"205 E Walnut St, Chalmers, IN, 47929, USA",40.662922,-86.867647
"101 W Market St, Columbia City, IN, 46725-2312, USA",41.1554854,-85.4888722
"112 S Chauncey St, Columbia City, IN, 46725-2347, USA",41.1563033,-85.4903517
"118 E Front St, South Whitley, IN, 46787-1314, USA",41.0844436,-85.6266643
"202 N Main St, Churubusco, IN, 46723-1711, USA",41.2315046,-85.3198074
"102 E Walnut St, Odon, IN, 47562-1328, USA",38.8421719,-86.9910888
"101 NE 3rd St # 3, Washington, IN, 47501-2989, USA",38.657959,-87.1725541
"301 E Walnut St, Washington, IN, 47501-2793, USA",38.6586503,-87.1723425
"105 W Main Street, Elnora, IN, USA",38.8783801,-87.0858431